Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,QQQ,AAPL,QQQ,AAPL,QQQ,AAPL,QQQ,AAPL,QQQ
Date,,,,,,,,,,
2010-01-04,6.440330982208252,40.48583221435547,6.455076781226995,40.54688672647733,6.391278499172716,40.35500967219734,6.422876697326148,40.40734068528462,493729600,62822800
2010-01-05,6.451465606689453,40.48583221435547,6.4878788893442865,40.55560689847185,6.417459465133687,40.25907114505734,6.458086349642286,40.45966837133186,601904800,62935600
2010-01-06,6.348845958709717,40.24159622192383,6.4770447941915,40.599182882714075,6.342225216323105,40.180545084255066,6.451465054945159,40.468360442154214,552160000,96033000
2010-01-07,6.3371076583862305,40.26776123046875,6.3798411316645165,40.35497952044795,6.291064618089383,40.049720496077114,6.372317562109754,40.30264854646043,477131200,77094100
2010-01-08,6.379241943359375,40.59920120239258,6.379844231009115,40.59920120239258,6.291369420820416,40.05846088459644,6.3286847367688495,40.18056321503051,447610800,88886600
2010-01-11,6.322967052459717,40.433494567871094,6.409937140135302,40.67769924804064,6.273011334454215,40.22417389412632,6.403918282112247,40.651535411462255,462229600,104673400
2010-01-12,6.251043796539307,39.927635192871094,6.312736300459158,40.24161451621325,6.211922416670709,39.70959436577671,6.29528120678644,40.189286847015545,594459600,90673900
2010-01-13,6.339217185974121,40.42477035522461,6.347643587767648,40.546876020186616,6.142104795898216,39.77937133276418,6.255557866431915,40.04973984472496,605892000,100661000
2010-01-14,6.302501678466797,40.45963668823242,6.33349838931188,40.573018797614345,6.2901634237727,40.311370591149284,6.322965791664653,40.3462545788505,432894000,75209000
2010-01-15,6.1971755027771,39.988677978515625,6.367806516336812,40.599192831852,6.1953698453199975,39.814248015023765,6.3476433413991735,40.529421511862914,594067600,126849300
2010-01-19,6.471327304840088,40.634090423583984,6.475841447952822,40.677697925476544,6.2365978898712315,40.075906414465265,6.269399457778435,40.08462658402813,730007600,84388200
2010-01-20,6.371718406677246,40.049747467041016,6.486675377139207,40.64281893014527,6.30460934710422,39.62238920297578,6.467415433833856,40.34628319859314,612152800,145680000
2010-01-21,6.261574745178223,39.67471694946289,6.419265602042172,40.42477472449218,6.2356944607414775,39.509003764051684,6.382250832690952,40.1631263539434,608154400,204939600
2010-01-22,5.951009273529053,38.51472091674805,6.244421752495472,39.665975899357086,5.933254447107368,38.41006228024852,6.222754668614511,39.54387360226795,881767600,171098700
2010-01-25,6.111106872558594,38.64555358886719,6.160158951875799,38.89847839485693,6.02443733729753,38.479840447278185,6.094254474085411,38.750212244002206,1065699600,154218700
2010-01-26,6.197475433349609,38.68043899536133,6.431302812541222,39.15140795114794,6.096361043026214,38.418790684492805,6.197776376209968,38.601944169396894,1867110000,140816500
2010-01-27,6.255856513977051,38.985687255859375,6.337108667348443,39.116509711282475,6.004574474146093,38.383892648984414,6.224859804269056,38.610656894978355,1722568400,161632700
2010-01-28,5.9973530769348145,37.98271179199219,6.184234582331421,38.750216442564536,5.979598251090309,37.782114628316045,6.167081642230315,38.724052607705616,1173502400,221439800
2010-01-29,5.779775142669678,37.319881439208984,6.084924306941415,38.392642273618875,5.725305702042526,37.18033539555502,6.051219517418605,38.296703744786754,1245952400,212099600
2010-02-01,5.8601250648498535,37.72978210449219,5.898343997641952,37.7472257693718,5.756904093106256,37.3983624528962,5.789104169775881,37.415806117775816,749876400,136827100
2010-02-02,5.894132614135742,38.06993103027344,5.907975987482095,38.18330986873265,5.819500784189587,37.52918736530554,5.895637730422833,37.790839028307666,698342400,110727700
2010-02-03,5.995547294616699,38.27925109863281,6.024738350769651,38.34902576762073,5.8507969906922614,37.86933323592712,5.873367303805952,37.8867769031741,615328000,93581600
2010-02-04,5.77947473526001,37.17159652709961,5.969665764968735,38.078647099334034,5.765029480736801,37.17159652709961,5.920311948933358,38.000152274293775,757652000,151652500
2010-02-05,5.882093906402588,37.48557662963867,5.898344820199544,37.52046395863416,5.7433624677751185,36.73551569142973,5.796929491149744,37.26753581397509,850306800,213618600
2010-02-08,5.841768264770508,37.215179443359375,5.954920355107196,37.65998426714132,5.838156950905818,37.18901562797333,5.88901548424789,37.42449994755732,478270800,94354400
2010-02-09,5.9040632247924805,37.59894943237305,5.943485535788941,37.94781265442951,5.860728254652928,37.2936903701559,5.910984509080721,37.66000057940887,632886800,118956000
2010-02-10,5.871861934661865,37.52046203613281,5.916401071984377,37.77339016783217,5.845981654707534,37.28497756803741,5.8950337291294534,37.59895685883128,370361600,94102900
2010-02-11,5.978694438934326,38.08736801147461,6.011195864122497,38.192029998264154,5.839963002922944,37.293699577034005,5.864639914208277,37.52918405675227,550345600,93050800
2010-02-12,6.030154705047607,38.16585922241211,6.0680726986232685,38.27052119928652,5.883297816098785,37.642562646194015,5.961841886968793,37.747221296029934,655468800,93938500
2010-02-16,6.121037006378174,38.65427017211914,6.12976394618212,38.680434001716606,6.064460962784534,38.24435243088761,6.077100159166336,38.444952881262694,543737600,83861400
2010-02-17,6.095458030700684,38.87230682373047,6.148422361864562,38.87230682373047,6.044599093978458,38.60193508083486,6.144811047887162,38.828699336692594,436396800,82691700
2010-02-18,6.106894016265869,39.11650848388672,6.13578413084111,39.186283119553266,6.046405702998772,38.76764528666721,6.067771843810248,38.8461400882732,422825200,65752600
2010-02-19,6.068975448608398,39.09907150268555,6.115018901171212,39.290945113136075,6.052123050765193,38.91591473188372,6.0746937645634915,39.011853200628,415469600,80416500
2010-02-22,6.031358242034912,39.020572662353516,6.093953147993815,39.27349739459058,5.99434347772833,38.863583061909715,6.089138464299167,39.256053735981524,390563600,72055000
2010-02-23,5.9302449226379395,38.51472091674805,6.058744727114363,39.02057709273223,5.8896188369192135,38.331567471114354,6.0187201253967535,38.9944099383288,575094800,95814400
2010-02-24,6.038582801818848,38.90717697143555,6.0620555459310665,39.06416651711068,5.953718103981422,38.654249000399325,5.9654548778304815,38.71530012071338,460566400,86591000
2010-02-25,6.078906059265137,38.89847183227539,6.1047863386915715,38.98569013603881,5.925127891456666,38.226909192006595,5.939873688124215,38.49727761607795,665126000,97961300
2010-02-26,6.157751560211182,39.03801727294922,6.174303015148983,39.12523557555464,6.078906542567606,38.72404136468387,6.090341969061385,38.889751149077085,507460800,66222400
2010-03-01,6.289261817932129,39.60492706298828,6.304609101247995,39.67470170942019,6.18273004722626,39.203732827119566,6.191757931846104,39.21245299440442,550093600,77290100
2010-03-02,6.285048961639404,39.7270393371582,6.344634048053501,39.98868767286498,6.251644701876662,39.63982433426898,6.317549589125614,39.74448300314387,566546400,76368500
2010-03-03,6.2994914054870605,39.77064895629883,6.3157423177666505,39.96252596531905,6.257661960679383,39.622382778084486,6.28775543909299,39.82297995704233,372052800,65735500
2010-03-04,6.341022491455078,39.90144348144531,6.347342292449356,39.95377444112139,6.278427572700077,39.59618786759318,6.297989263284817,39.79678488912982,366041200,54470900
2010-03-05,6.588994026184082,40.50325012207031,6.611564341558994,40.59046842173796,6.458989507847811,40.11077941819869,6.468318737610514,40.1979943908284,899620400,68136300
2010-03-08,6.592905521392822,40.58174514770508,6.623299544951842,40.67768361433932,6.5679276657418955,40.50325034109869,6.620892403858564,40.52069400112655,429889600,58712400
2010-03-09,6.7114739418029785,40.808509826660156,6.77105901880703,41.035270755311515,6.557093876211315,40.46836677016412,6.569733074092045,40.49453059695982,920259200,98002800
2010-03-10,6.766242504119873,41.13993453979492,6.785502842411649,41.235873019440234,6.7168894944182815,40.8172351031103,6.735848488131478,40.83467876550385,596218000,102578900
2010-03-11,6.786105155944824,41.29692077636719,6.786105155944824,41.29692077636719,6.720501625696545,40.97422136623443,6.73825725328158,41.04399601006754,405700400,67510300
2010-03-12,6.81920862197876,41.30564880371094,6.853213956339388,41.45391494757146,6.793628883259863,41.078884513403835,6.842380014475599,41.42775111678161,416323600,64068300
2010-03-15,6.73615026473999,41.20096969604492,6.786104764403959,41.323071948488305,6.628113800225308,40.913154392111075,6.782494254112873,41.21841002321953,493502800,60150500
2010-03-16,6.7545084953308105,41.462642669677734,6.770458066754067,41.52369383243729,6.6961271816734635,41.19227085814341,6.746383439070202,41.33181684831364,446908000,74950600
2010-03-17,6.744577407836914,41.576019287109375,6.814695088558323,41.77661975640414,6.718998067116694,41.453916968087285,6.768050148437816,41.52369162297914,450956800,75643500
2010-03-18,6.760528564453125,41.71556854248047,6.771061165727861,41.75917603821167,6.699137409094512,41.51496807344736,6.743976300696583,41.6109065602792,342109600,77829400
2010-03-19,6.688303470611572,41.4632453918457,6.778283396835302,41.864867928072364,6.657607693845234,41.31481764462015,6.764741366910925,41.83867283703839,559445600,86337100
2010-03-22,6.76353645324707,41.83866882324219,6.8011539109842705,42.004558838379026,6.625105944519468,41.25369735884744,6.634736116559172,41.29735139892932,456419600,71902800
2010-03-23,6.8721723556518555,42.126792907714844,6.884811953394628,42.170446949273256,6.743973132160503,41.7077081136923,6.790317520298413,41.89978989325717,602431200,59182600
2010-03-24,6.9025678634643555,41.925994873046875,6.927545716837759,42.056957039019814,6.8465933000509835,41.82995395297883,6.850505958677085,42.056957039019814,597780400,62995700
2010-03-25,6.820712566375732,41.864871978759766,6.950717450970843,42.432381270357915,6.808674853843144,41.82121793026613,6.9492123351114605,42.27522403130848,542284400,76294800
2010-03-26,6.948612689971924,41.908512115478516,6.980210486525643,42.196634734955296,6.877892319597145,41.6815091403123,6.8899300346190095,42.039477548075105,640875200,78067900
2010-03-29,6.993451118469238,42.10932922363281,7.037989860139587,42.2577569566998,6.970279722599785,41.995826054886265,7.011809035536611,42.118062030007806,540744400,57993300
2010-03-30,7.0975751876831055,42.2490234375,7.146628475945356,42.38871836183507,7.049425129865078,41.96090411319194,7.120145502173249,42.24029396186206,527310000,49437300
2010-03-31,7.071991920471191,42.0482177734375,7.1204432988231865,42.30141589821376,7.055741816430424,41.96963915990659,7.086738516220975,42.118066910171706,430659600,59947400
2010-04-01,7.101185321807861,42.0482177734375,7.184243133164767,42.51968945462293,7.004284140098637,41.72517384251718,7.144520286281626,42.22283728468286,603145200,83728600
2010-04-05,7.177023410797119,42.44110107421875,7.177625296640896,42.537141949831536,7.065075054612376,42.030745816814786,7.071395257764984,42.14424897259258,684507600,56220300
2010-04-06,7.208622455596924,42.563350677490234,7.229687657828379,42.694316165657256,7.132184555945661,42.24903617036195,7.1682969051895515,42.34507708427233,447017200,54097100
2010-04-07,7.24052095413208,42.45856475830078,7.280244615095356,42.66810546603055,7.182138832547229,42.23155843923911,7.208922350033645,42.502218794862024,628502000,77211500
2010-04-08,7.2209601402282715,42.55459213256836,7.268808858544516,42.624437902783185,7.163481248589745,42.11804524431324,7.235705941335068,42.3363186884408,572989200,68314300
2010-04-09,7.276332378387451,42.807804107666016,7.279342611280825,42.82526638992845,7.236308173977346,42.45856845418669,7.265499236466583,42.563338817171505,334182800,54227300
2010-04-12,7.291378021240234,42.84272766113281,7.314850761411634,42.95623082786515,7.276932763543518,42.729224494400476,7.2886691336292175,42.82526537928247,333026400,44280600
2010-04-13,7.295589447021484,43.06100082397461,7.3067247334738585,43.087192581233616,7.255865797227144,42.65937833658471,7.278436911167699,42.799073259615525,306210800,59376000
2010-04-14,7.393693923950195,43.57612609863281,7.397305237269599,43.58485557411343,7.344942801309287,43.2181576533138,7.38135567190166,43.28800677951734,404076400,69004800
2010-04-15,7.4908976554870605,43.76821517944336,7.494207624777777,43.820598702260455,7.388278160861373,43.541208811935256,7.396403215364516,43.541208811935256,376784800,72254200
2010-04-16,7.445157051086426,43.24435806274414,7.5577072859158285,43.75948381449863,7.359390332798962,42.95623868598129,7.480366165316401,43.611059387503595,750545600,127388000
2010-04-19,7.4352264404296875,43.21815872192383,7.45990295520319,43.35785364719534,7.275729914157724,42.694303584803066,7.434022668802402,43.08719327234877,566924400,98251700
2010-04-20,7.360596179962158,43.436439514160156,7.500832397792522,43.54994270073229,7.3115436783788885,43.157049616898206,7.479465847473111,43.45390179906281,738326400,69543700
2010-04-21,7.800861835479736,43.680908203125,7.831858545940757,43.82060316250634,7.69583479418571,43.41025109278084,7.788222236308259,43.73329506186446,982391200,74748700
2010-04-22,8.01904010772705,43.925376892089844,8.027466507110002,43.96903094242281,7.7099786465520355,43.00862518214471,7.771370181327863,43.26182333690271,793424800,110477200
2010-04-23,8.150248527526855,44.10871124267578,8.190874607669185,44.15236527850069,8.034990226339765,43.73328053952054,8.064782363676516,43.91662948833884,796955600,77205200
2010-04-26,8.110225677490234,44.012664794921875,8.199302366789198,44.222208803185154,8.07080255865003,43.916623929909086,8.181848481850466,44.152359690234384,479068800,67361000
2010-04-27,7.88572359085083,43.078468322753906,8.060266380685551,44.0301411419643,7.839981896677252,42.96496514323613,8.043113044474083,43.838059350563455,709343600,112608000
2010-04-28,7.872485160827637,43.104652404785156,7.944709035978984,43.331658723383185,7.716299433686198,42.7641462574776,7.922139527011164,43.305463637028346,758402400,130082100
2010-04-29,8.084344863891602,43.85551834106445,8.125271489211546,43.942829753594616,7.884824150217178,43.3142009057368,7.915218176321169,43.34912547074886,558840800,84180200
2010-04-30,7.857138156890869,42.99116897583008,8.142424778649255,43.90791741381202,7.8544300727277845,42.956244401094004,8.104506778851242,43.838068264339874,542463600,110897000
2010-05-03,8.015430450439453,43.59358215332031,8.061474311934688,43.80312284082105,7.911005274038108,43.157035168673076,7.939895792179695,43.174497447729664,454342000,74169700
2010-05-04,7.784610271453857,42.283966064453125,7.923342095354616,43.06101962117707,7.726530317652321,41.978384327738475,7.9113051864499555,43.06101962117707,723819600,141136500
2010-05-05,7.703660011291504,42.06569290161133,7.7683615218646045,42.34508287267447,7.485180312894601,41.594221076470596,7.614583334040802,41.83868646850305,883103200,128560200
2010-05-06,7.410549163818359,40.65999984741211,7.771671775434678,42.187914818407464,5.996149388805389,37.228739103243875,7.638658238637402,41.777559446122666,1285860800,274356800
2010-05-07,7.097875118255615,39.6472053527832,7.420178088575527,40.86080569250608,6.777378608668771,38.66060802737092,7.334110841976601,40.35441281569482,1676018400,288200400
2010-05-10,7.643472194671631,41.707706451416016,7.663334423631764,41.733898209189206,7.479161409384732,41.30608395614163,7.530922778240541,41.41085431782413,984306400,136041600
2010-05-11,7.7196125984191895,41.66404724121094,7.821027560416961,42.249018629483906,7.538448959736864,41.210037956141655,7.578773708023435,41.288616550299594,848906800,113016100
2010-05-12,7.887234210968018,42.44983673095703,7.918531477513134,42.48476129637308,7.785217352610878,41.82121120641763,7.8014666664683965,41.89105700665984,654379600,85462400
2010-05-13,7.7749810218811035,41.77753829956055,7.97480223070866,42.59824862871069,7.715997033378029,41.67276797286067,7.921235212907609,42.26647204180768,599712400,102844300
2010-05-14,7.638357639312744,40.97431564331055,7.7184068449372605,41.489441411998676,7.508353518588615,40.49411444586003,7.678683185030251,41.463249648865684,759362800,147386100
2010-05-17,7.650395393371582,41.10528564453125,7.70937939950634,41.271172380283026,7.454485980807486,40.22345844196824,7.664840652895,41.05289878190873,762834800,120969600
2010-05-18,7.594419002532959,40.53777313232422,7.780698177881782,41.541833021436666,7.531221817484286,40.35442410823646,7.73345136318598,41.454521583353824,782678400,153072100
2010-05-19,7.473443984985352,40.2147102355957,7.611272603537879,40.71237354168119,7.368417737097622,39.769430437147065,7.50835255392336,40.38932636850418,1025726800,159000300
2010-05-20,7.155052185058594,38.72172546386719,7.338321912611446,39.5337033158922,7.108406457414017,38.63441737829911,7.279036588603206,39.42893294709251,1282915200,189289800
2010-05-21,7.29227876663208,39.14954376220703,7.357882682477137,39.8480184507542,6.962151382665658,37.97086793344555,7.006388763908329,38.11929234762869,1223891200,190631100
2010-05-24,7.425898551940918,38.99238204956055,7.550486533857595,39.5773568236182,7.4108522066532,38.97491976803453,7.441547586769642,39.132076971178996,754238800,113038000
2010-05-25,7.379550457000732,39.02730178833008,7.425894040202952,39.079685295843184,7.136996189626181,37.74385256483119,7.202900652686707,38.136745524125665,1048006400,155643000
2010-05-26,7.346149444580078,38.590755462646484,7.587500850677352,39.786893309973884,7.3353154992009495,38.520906343969905,7.525808755980642,39.29795947100572,850654000,140203200
2010-05-27,7.624212741851807,40.04880905151367,7.640463656640626,40.066271326041075,7.496616180815965,39.36779699788661,7.54145546253981,39.463837842493156,666282400,110671600
2010-05-28,7.730443954467773,39.81309509277344,7.806279953467251,40.15360463620936,7.62421312621644,39.463859403188835,7.805979412378519,40.118680068073864,815614800,128535300
2010-06-01,7.8493123054504395,39.44639205932617,8.00309047685467,40.380602488283614,7.793037201103049,39.40273802005137,7.815005626101606,39.66466558628987,876472800,104242700
2010-06-02,7.943206787109375,40.38060760498047,7.96878572871434,40.40679936574621,7.834267062420856,39.40274301284131,7.9609612131663665,39.673400088994306,688548000,97249300
2010-06-03,7.918227672576904,40.764774322509766,7.99135477810353,40.834623469741615,7.836673363440892,40.23218956252486,7.9802194905651245,40.494117203462984,650106800,98928400
2010-06-04,7.702755928039551,39.36781692504883,7.881511129830072,40.41553061290536,7.6627317409946345,39.23685146509551,7.770466049114995,39.90040491066031,758304400,112849900
2010-06-07,7.551686763763428,38.6518669128418,7.798754805491856,39.69084744300698,7.539949591354,38.60821288445633,7.7728745251537745,39.56861483129212,886942000,88436600
2010-06-08,7.503235340118408,38.5820198059082,7.637753960481926,38.83521784651291,7.39249079939416,38.05816477690933,7.620901163517424,38.72171470234717,1000770400,133030100
2010-06-09,7.318762302398682,38.258968353271484,7.580577765385952,39.21064068630089,7.2973965650190955,38.14546523173906,7.567636820795879,38.85267237739561,854630000,101949200
2010-06-10,7.538748741149902,39.3503532409668,7.552891853051209,39.39400728253399,7.288670397228182,38.62568682529968,7.368117721161964,38.73045719117893,776356000,76892300
2010-06-11,7.629029750823975,39.72579574584961,7.63956235090279,39.760720321671286,7.444254821631742,38.94874225206709,7.470135108359317,38.94874225206709,545759200,74346800
2010-06-14,7.65219783782959,39.717063903808594,7.798753355739239,40.371884673840725,7.644072784552124,39.647214756321645,7.702755421347717,40.092491414483604,602960400,68085000
2010-06-15,7.815008640289307,40.78224182128906,7.819823727470588,40.834628688407996,7.688916357280409,39.682144256520175,7.6931295585640305,39.926609641893016,585074000,76332600
2010-06-16,8.042512893676758,40.94811248779297,8.05755923043351,41.15765319574032,7.8432927734720375,40.59887353376137,7.857436683601048,40.66872265680349,783678000,78399700
2010-06-17,8.181544303894043,41.07908248901367,8.212541007598954,41.192585670466634,8.110222072350492,40.72111399112986,8.143324973665404,41.17512338635155,872855200,77111900
2010-06-18,8.247753143310547,41.11319351196289,8.27574123591474,41.4106082368021,8.16800528060877,40.99072921412942,8.192983140507595,41.156930284488865,784621600,75921400
2010-06-21,8.130389213562012,40.76328659057617,8.39641633839402,41.70801675364856,8.087054234674182,40.527107386709424,8.35669267471234,41.63803525850185,776490400,95488100
2010-06-22,8.241132736206055,40.448394775390625,8.304931022755104,41.23566686443502,8.170413164867014,40.369667232795926,8.190274592345178,40.93825207428867,717262000,94493400
2010-06-23,8.154462814331055,40.282188415527344,8.265508733924092,40.64958470912749,8.062075354278866,39.96727826012791,8.26310119075753,40.49212963142777,768457200,92397600
2010-06-24,8.09517765045166,39.66986083984375,8.221570430144858,40.22970293262654,8.068092794586807,39.53865050844173,8.155363808283136,40.107235284988235,714277200,114145900
2010-06-25,8.025959014892578,39.6777458190918,8.133393566252828,40.01956814062035,7.9991755122908375,39.3972760504805,8.127074170379437,39.88809647381858,549942400,88740300
